"zcta5","state","puma2k","stab","zipname","PUMA2kName","intptlon","intptlat","pop10","afact","AFACT2"
"ZIP Census Tabulation Area","FIPS state","puma2k","State Postal Code","zipname","PUMA 2K Name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","zcta5 to puma2k alloc factor","puma2k to zcta5 alloc factor"
"01778","25","01400","MA","Cochituate, MA","2501400",-71.358128,42.349444,12994,0.991227,0.11542 
"01778","25","02500","MA","Cochituate, MA","2502500",-71.333402,42.328585,115,0.008773,0.001091 
"01801","25","01300","MA","Woburn, MA","2501300",-71.135151,42.528919,806,0.020718,0.007228 
"01801","25","02800","MA","Woburn, MA","2502800",-71.156894,42.483893,38097,0.979281,0.35306 
"01803","25","00500","MA","Burlington, MA","2500500",-71.220866,42.524854,3,0.000123,0.000016 
"01803","25","01300","MA","Burlington, MA","2501300",-71.199089,42.507656,24484,0.999877,0.21956 
"01810","25","00700","MA","Andover, MA","2500700",-71.158152,42.651218,33201,1,0.211688 
"01821","25","00500","MA","Billerica, MA","2500500",-71.252185,42.55092,30310,1,0.158861 
"01824","25","00500","MA","Chelmsford, MA","2500500",-71.357429,42.593252,24911,1,0.130563 
"01826","25","00500","MA","Dracut, MA","2500500",-71.31862,42.677548,29407,0.99949,0.154128 
"01826","25","00600","MA","Dracut, MA","2500600",-71.29818,42.657663,12,0.000408,0.000113 
"01826","25","00700","MA","Dracut, MA","2500700",-71.252275,42.725103,3,0.000102,0.000019 
"01827","25","00500","MA","Dunstable, MA","2500500",-71.500828,42.673633,3179,1,0.016662 
"01830","25","00800","MA","Haverhill, MA","2500800",-71.071528,42.786408,25137,1,0.205326 
"01832","25","00700","MA","Haverhill, MA","2500700",-71.135586,42.764018,3,0.000136,0.000019 
"01832","25","00800","MA","Haverhill, MA","2500800",-71.111424,42.780064,22057,0.999864,0.180167 
"01833","25","00800","MA","Georgetown, MA","2500800",-70.978671,42.726231,8183,1,0.066841 
"01834","25","00800","MA","Groveland, MA","2500800",-71.023651,42.752947,6459,1,0.052759 
"01835","25","00800","MA","Haverhill, MA","2500800",-71.08449,42.758018,13682,1,0.111758 
"01840","25","00700","MA","Lawrence, MA","2500700",-71.160916,42.708305,4733,1,0.030177 
"01841","25","00700","MA","Lawrence, MA","2500700",-71.166735,42.711638,47225,1,0.301105 
"01843","25","00700","MA","Lawrence, MA","2500700",-71.159686,42.691212,24425,1,0.155733 
"01844","25","00700","MA","Methuen Town, MA","2500700",-71.17928,42.729223,47249,1,0.301258 
"01845","25","00800","MA","North Andover, MA","2500800",-71.104207,42.679543,28352,1,0.231587 
"01850","25","00600","MA","Lowell, MA","2500600",-71.304827,42.656279,15237,1,0.142997 
"01851","25","00600","MA","Lowell, MA","2500600",-71.333083,42.631757,30190,1,0.283328 
"01852","25","00600","MA","Lowell, MA","2500600",-71.298637,42.634925,33508,1,0.314466 
"01854","25","00500","MA","Lowell, MA","2500500",-71.345311,42.657089,22,0.000797,0.000115 
"01854","25","00600","MA","Lowell, MA","2500600",-71.336144,42.649262,27584,0.999203,0.258871 
"01860","25","00800","MA","Merrimac, MA","2500800",-71.00581,42.83559,6338,1,0.05177 
"01862","25","00500","MA","North Billerica, MA","2500500",-71.289623,42.573897,10227,1,0.053602 
"01863","25","00500","MA","North Chelmsford, MA","2500500",-71.387834,42.633863,8891,1,0.0466 
"01864","25","01300","MA","North Reading, MA","2501300",-71.091695,42.581105,14892,1,0.133544 
"01867","25","01300","MA","Reading, MA","2501300",-71.108771,42.528272,23956,1,0.214825 
"01876","25","00500","MA","Tewksbury, MA","2500500",-71.222973,42.604908,28549,0.995883,0.149631 
"01876","25","00600","MA","Tewksbury, MA","2500600",-71.283665,42.616855,24,0.000837,0.000225 
"01876","25","01300","MA","Tewksbury, MA","2501300",-71.183367,42.581475,94,0.003279,0.000843 
"01879","25","00500","MA","Tyngsboro, MA","2500500",-71.42022,42.668374,11305,1,0.059252 
"01880","25","01300","MA","Wakefield, MA","2501300",-71.067272,42.50023,24722,0.999555,0.221694 
"01880","25","02800","MA","Wakefield, MA","2502800",-71.093305,42.501907,11,0.000445,0.000102 
"01886","25","00500","MA","Westford, MA","2500500",-71.437882,42.590465,21840,0.994943,0.114468 
"01886","25","01400","MA","Westford, MA","2501400",-71.430732,42.531189,111,0.005057,0.000986 
"01887","25","00500","MA","Wilmington, MA","2500500",-71.194692,42.565487,9,0.000403,0.000047 
"01887","25","01300","MA","Wilmington, MA","2501300",-71.172896,42.558598,22316,0.999597,0.200118 
"01890","25","02800","MA","Winchester, MA","2502800",-71.143753,42.453151,21382,1,0.198156 
"01901","25","01200","MA","Lynn, MA","2501200",-70.945286,42.463337,1689,1,0.014034 
"01902","25","01100","MA","Lynn, MA","2501100",-70.927618,42.477879,3,0.000066,0.000025 
"01902","25","01200","MA","Lynn, MA","2501200",-70.941519,42.469751,45136,0.999933,0.375039 
"01904","25","01200","MA","Lynn, MA","2501200",-70.963381,42.488103,18203,1,0.15125 
"01905","25","01200","MA","Lynn, MA","2501200",-70.971821,42.464341,25251,1,0.209813 
"01906","25","01200","MA","Saugus, MA","2501200",-71.011847,42.464062,26659,0.999962,0.221512 
"01906","25","02800","MA","Saugus, MA","2502800",-71.0263,42.445712,1,0.000038,9E-6 
"01907","25","01100","MA","Swampscott, MA","2501100",-70.908974,42.474837,14027,1,0.117294 
"01908","25","01200","MA","Nahant, MA","2501200",-70.92753,42.426156,3410,1,0.028334 
"01913","25","00800","MA","Amesbury Town, MA","2500800",-70.977528,42.840557,21,0.00129,0.000172 
"01913","25","00900","MA","Amesbury Town, MA","2500900",-70.937095,42.855598,16262,0.99871,0.152119 
"01915","25","01100","MA","Beverly, MA","2501100",-70.873754,42.561411,39502,1,0.330317 
"01921","25","00800","MA","Boxford, MA","2500800",-71.010777,42.679182,7961,1,0.065028 
"01922","25","00900","MA","Byfield, MA","2500900",-70.928335,42.756017,3108,1,0.029073 
"01923","25","01000","MA","Danvers, MA","2501000",-70.943728,42.570018,26342,1,0.225038 
"01929","25","00900","MA","Essex, MA","2500900",-70.784136,42.628755,3504,1,0.032777 
"01930","25","00900","MA","Gloucester, MA","2500900",-70.6727,42.620953,28789,1,0.2693 
"01937","25","01000","MA","Danvers, MA","2501000",-70.984051,42.585723,151,1,0.00129 
"01938","25","00900","MA","Ipswich, MA","2500900",-70.853467,42.682028,13175,1,0.123243 
"01940","25","01000","MA","Lynnfield, MA","2501000",-71.032141,42.53147,11907,0.983399,0.101721 
"01940","25","01200","MA","Lynnfield, MA","2501200",-70.987664,42.511882,2,0.000165,0.000017 
"01940","25","01300","MA","Lynnfield, MA","2501300",-71.046946,42.520532,199,0.016435,0.001785 
"01944","25","01100","MA","Manchester, MA","2501100",-70.767173,42.579514,5136,1,0.042947 
"01945","25","01100","MA","Marblehead, MA","2501100",-70.864945,42.498265,19808,1,0.165635 
"01949","25","01000","MA","Middleton, MA","2501000",-71.008323,42.5974,8987,1,0.076775 
"01950","25","00900","MA","Newburyport, MA","2500900",-70.886104,42.813165,17416,1,0.162914 
"01951","25","00900","MA","Newbury, MA","2500900",-70.845935,42.787494,3558,1,0.033282 
"01952","25","00900","MA","Salisbury, MA","2500900",-70.855788,42.849548,8283,1,0.077481 
"01960","25","01000","MA","Peabody, MA","2501000",-70.960617,42.532708,50930,0.999725,0.435091 
"01960","25","01100","MA","Peabody, MA","2501100",-70.923948,42.517174,14,0.000275,0.000117 
"01966","25","00900","MA","Rockport, MA","2500900",-70.620843,42.657904,6952,1,0.065031 
"01969","25","00900","MA","Rowley, MA","2500900",-70.907405,42.715159,5856,1,0.054779 
"01970","25","01000","MA","Salem, MA","2501000",-70.913432,42.528219,11,0.000268,0.000094 
"01970","25","01100","MA","Salem, MA","2501100",-70.900727,42.513998,41098,0.999732,0.343663 
"01982","25","01000","MA","South Hamilton, MA","2501000",-70.85517,42.618649,7764,1,0.066327 
"01983","25","01000","MA","Topsfield, MA","2501000",-70.948148,42.641129,6089,1,0.052018 
"01984","25","01000","MA","Wenham, MA","2501000",-70.870808,42.599094,4875,1,0.041647 
"01985","25","00800","MA","West Newbury, MA","2500800",-70.97814,42.794597,4235,1,0.034593 
"02019","25","03600","MA","Bellingham, MA","2503600",-71.476304,42.073193,16332,1,0.151054 
"02021","25","03700","MA","Canton, MA","2503700",-71.132417,42.164937,21561,1,0.169526 
"02025","25","03900","MA","Cohasset, MA","2503900",-70.8127,42.23905,7542,1,0.049062 
"02026","25","02600","MA","Dedham, MA","2502600",-71.165908,42.244237,24709,0.999919,0.235811 
"02026","25","03305","MA","Dedham, MA","2503305",-71.158261,42.255191,2,0.000081,0.000016 
"02030","25","02600","MA","Dover, MA","2502600",-71.283699,42.234385,5588,0.999821,0.053329 
"02030","25","03500","MA","Dover, MA","2503500",-71.268103,42.200763,1,0.000179,9E-6 
"02032","25","03500","MA","East Walpole, MA","2503500",-71.217256,42.155912,4226,1,0.039119 
"02035","25","03600","MA","Foxboro, MA","2503600",-71.241093,42.063821,16865,1,0.155984 
"02038","25","03600","MA","Franklin Town, MA","2503600",-71.405522,42.091907,31635,1,0.292591 
"02043","25","03900","MA","Hingham, MA","2503900",-70.893057,42.224305,22157,1,0.144135 
"02045","25","03900","MA","Hull, MA","2503900",-70.874165,42.284537,10293,1,0.066958 
"02047","25","03900","MA","Humarock, MA (PO Boxes)","2503900",-70.685664,42.132956,180,1,0.001171 
"02048","25","04200","MA","Mansfield, MA","2504200",-71.211642,42.022245,23184,1,0.207571 
"02050","25","03900","MA","Marshfield, MA","2503900",-70.696753,42.145518,297,0.01168,0.001932 
"02050","25","04600","MA","Marshfield, MA","2504600",-70.701098,42.106668,25132,0.98832,0.156628 
"02052","25","03500","MA","Medfield, MA","2503500",-71.302137,42.184849,12024,1,0.111303 
"02053","25","02400","MA","Medway, MA","2502400",-71.424625,42.152511,12748,0.999686,0.114843 
"02053","25","03600","MA","Medway, MA","2503600",-71.446426,42.135445,4,0.000314,0.000037 
"02054","25","02400","MA","Millis-Clicquot, MA","2502400",-71.360922,42.166833,7891,1,0.071087 
"02056","25","03500","MA","Norfolk, MA","2503500",-71.326853,42.116857,10976,0.999545,0.101602 
"02056","25","03600","MA","Norfolk, MA","2503600",-71.32582,42.090222,5,0.000455,0.000046 
"02061","25","03900","MA","Norwell, MA","2503900",-70.820966,42.160172,10506,1,0.068343 
"02062","25","03500","MA","Norwood, MA","2503500",-71.202988,42.18656,28602,1,0.264762 
"02066","25","03900","MA","Scituate, MA","2503900",-70.754083,42.202694,17656,1,0.114855 
"02067","25","03500","MA","Sharon, MA","2503500",-71.176386,42.110543,17388,0.994395,0.160957 
"02067","25","03600","MA","Sharon, MA","2503600",-71.213495,42.083784,86,0.004918,0.000795 
"02067","25","03700","MA","Sharon, MA","2503700",-71.137362,42.116331,12,0.000686,0.000094 
"02071","25","03500","MA","South Walpole, MA","2503500",-71.279081,42.102693,1707,1,0.015801 
"02072","25","03700","MA","Stoughton, MA","2503700",-71.106743,42.124571,26999,1,0.212283 
"02081","25","02600","MA","Walpole, MA","2502600",-71.256299,42.203562,3,0.000162,0.000029 
"02081","25","03500","MA","Walpole, MA","2503500",-71.252334,42.145856,18469,0.999837,0.170963 
"02090","25","03500","MA","Westwood, MA","2503500",-71.211034,42.216506,14636,1,0.135482 
"02093","25","03600","MA","Wrentham, MA","2503600",-71.347188,42.057272,10955,1,0.101323 
"02108","25","03302","MA","Boston, MA","2503302",-71.066619,42.357847,3825,1,0.026893 
"02109","25","03302","MA","Boston, MA","2503302",-71.053014,42.363311,3771,1,0.026513 
"02110","25","03302","MA","Boston, MA","2503302",-71.051157,42.358736,1733,1,0.012184 
"02111","25","03302","MA","Boston, MA","2503302",-71.061796,42.351617,7383,1,0.051908 
"02113","25","03302","MA","Boston, MA","2503302",-71.055082,42.36539,6915,1,0.048618 
"02114","25","03302","MA","Boston, MA","2503302",-71.066407,42.362103,11999,1,0.084362 
"02115","25","03301","MA","Boston, MA","2503301",-71.09184,42.34114,18937,0.665834,0.163287 
"02115","25","03302","MA","Boston, MA","2503302",-71.085363,42.347175,5794,0.20372,0.040736 
"02115","25","03303","MA","Boston, MA","2503303",-71.108191,42.333831,3710,0.130445,0.029246 
"02116","25","03302","MA","Boston, MA","2503302",-71.074474,42.34955,20628,1,0.145031 
"02118","25","03302","MA","Boston, MA","2503302",-71.074053,42.340381,21890,0.8261,0.153903 
"02118","25","03303","MA","Boston, MA","2503303",-71.075855,42.335381,4608,0.1739,0.036325 
"02119","25","03303","MA","Boston, MA","2503303",-71.085987,42.322988,24563,0.969107,0.193632 
"02119","25","03305","MA","Boston, MA","2503305",-71.099092,42.314686,783,0.030892,0.006404 
"02120","25","03301","MA","Boston, MA","2503301",-71.093065,42.33506,977,0.064357,0.008424 
"02120","25","03303","MA","Boston, MA","2503303",-71.096585,42.33302,14204,0.935643,0.111971 
"02121","25","03303","MA","Boston, MA","2503303",-71.082333,42.307646,25978,1,0.204787 
"02122","25","03303","MA","Boston, MA","2503303",-71.068444,42.305818,103,0.004387,0.000812 
"02122","25","03304","MA","Boston, MA","2503304",-71.055965,42.298246,23376,0.995613,0.212075 
"02124","25","03303","MA","Boston, MA","2503303",-71.083111,42.289768,18955,0.396689,0.149424 
"02124","25","03304","MA","Boston, MA","2503304",-71.065844,42.28664,28610,0.598748,0.25956 
"02124","25","03305","MA","Boston, MA","2503305",-71.09331,42.290329,218,0.004562,0.001783 
"02125","25","03303","MA","Boston, MA","2503303",-71.070454,42.315339,11241,0.337618,0.088614 
"02125","25","03304","MA","Boston, MA","2503304",-71.055764,42.31644,22054,0.662382,0.200082 
"02126","25","03303","MA","Boston, MA","2503303",-71.093225,42.276207,18151,0.710077,0.143086 
"02126","25","03304","MA","Boston, MA","2503304",-71.076054,42.273491,2495,0.097606,0.022636 
"02126","25","03305","MA","Boston, MA","2503305",-71.104975,42.266966,4916,0.192317,0.040205 
"02127","25","03304","MA","Boston, MA","2503304",-71.044258,42.333965,31799,1,0.288491 
"02128","25","03302","MA","Boston, MA","2503302",-71.028809,42.378104,40508,1,0.284802 
"02129","25","03302","MA","Boston, MA","2503302",-71.061638,42.377793,16439,1,0.115579 
"02130","25","03303","MA","Boston, MA","2503303",-71.105821,42.325694,5123,0.144713,0.040385 
"02130","25","03305","MA","Boston, MA","2503305",-71.111535,42.310862,30278,0.855286,0.247628 
"02131","25","03305","MA","Boston, MA","2503305",-71.128309,42.283556,29826,1,0.243932 
"02132","25","03305","MA","Boston, MA","2503305",-71.156937,42.279257,25857,0.999845,0.211471 
"02132","25","03400","MA","Boston, MA","2503400",-71.15135,42.294886,4,0.000155,0.000028 
"02134","25","03301","MA","Boston, MA","2503301",-71.132669,42.353396,21503,1,0.185412 
"02135","25","03301","MA","Boston, MA","2503301",-71.152687,42.347133,42780,1,0.368876 
"02136","25","03305","MA","Boston, MA","2503305",-71.125848,42.255082,28451,0.998701,0.232686 
"02136","25","03800","MA","Boston, MA","2503800",-71.124156,42.240478,37,0.001299,0.00031 
"02138","25","02700","MA","Cambridge, MA","2502700",-71.155331,42.37855,25,0.000688,0.000131 
"02138","25","03100","MA","Cambridge, MA","2503100",-71.107526,42.37881,120,0.003305,0.001024 
"02138","25","03200","MA","Cambridge, MA","2503200",-71.124856,42.376898,36169,0.996007,0.34389 
"02139","25","03200","MA","Cambridge, MA","2503200",-71.103994,42.364314,36349,1,0.345602 
"02140","25","03200","MA","Cambridge, MA","2503200",-71.129728,42.391956,17607,1,0.167405 
"02141","25","03200","MA","Cambridge, MA","2503200",-71.085427,42.370609,11910,1,0.113239 
"02142","25","03200","MA","Cambridge, MA","2503200",-71.08289,42.363601,3141,1,0.029864 
"02143","25","03100","MA","Somerville, MA","2503100",-71.101991,42.382938,24514,1,0.209262 
"02144","25","03100","MA","Somerville, MA","2503100",-71.121691,42.400175,23891,1,0.203944 
"02145","25","03000","MA","Somerville, MA","2503000",-71.100789,42.396748,176,0.006919,0.001519 
"02145","25","03100","MA","Somerville, MA","2503100",-71.092058,42.390874,25263,0.993081,0.215656 
"02148","25","03000","MA","Malden, MA","2503000",-71.059634,42.429395,59500,0.999949,0.513551 
"02148","25","03100","MA","Malden, MA","2503100",-71.05503,42.419867,3,0.00005,0.000026 
"02149","25","03000","MA","Everett, MA","2503000",-71.045049,42.423225,18,0.000433,0.000155 
"02149","25","03100","MA","Everett, MA","2503100",-71.051126,42.411208,41532,0.999567,0.354535 
"02150","25","02900","MA","Chelsea, MA","2502900",-71.031556,42.396373,35119,0.999857,0.336373 
"02150","25","03100","MA","Chelsea, MA","2503100",-71.034952,42.410672,5,0.000142,0.000043 
"02151","25","02900","MA","Revere, MA","2502900",-71.005159,42.414553,51789,0.999633,0.496039 
"02151","25","03000","MA","Revere, MA","2503000",-71.021779,42.435604,19,0.000367,0.000164 
"02152","25","02900","MA","Winthrop Town, MA","2502900",-70.980317,42.377527,17497,1,0.167588 
"02155","25","03000","MA","Medford, MA","2503000",-71.107103,42.41709,56147,0.968653,0.484611 
"02155","25","03100","MA","Medford, MA","2503100",-71.120101,42.404278,1817,0.031347,0.015511 
"02163","25","03301","MA","Boston, MA","2503301",-71.120138,42.365027,2582,1,0.022264 
"02169","25","03800","MA","Quincy, MA","2503800",-70.999287,42.248701,55055,1,0.461437 
"02170","25","03800","MA","Quincy, MA","2503800",-71.018906,42.267508,19505,1,0.163479 
"02171","25","03800","MA","Quincy, MA","2503800",-71.026469,42.282779,17711,1,0.148443 
"02176","25","01300","MA","Melrose, MA","2501300",-71.060229,42.474423,6,0.000222,0.000054 
"02176","25","02800","MA","Melrose, MA","2502800",-71.062507,42.45764,26977,0.999777,0.250007 
"02180","25","02800","MA","Stoneham, MA","2502800",-71.096741,42.482636,21437,1,0.198665 
"02184","25","03700","MA","Braintree Town, MA","2503700",-70.995677,42.208367,35743,0.999972,0.281034 
"02184","25","03800","MA","Braintree Town, MA","2503800",-70.993263,42.233597,1,0.000028,8E-6 
"02186","25","03800","MA","Milton, MA","2503800",-71.078539,42.25306,27003,1,0.226323 
"02188","25","03900","MA","Weymouth Town, MA","2503900",-70.957183,42.208484,14608,1,0.095027 
"02189","25","03900","MA","Weymouth Town, MA","2503900",-70.931549,42.211708,14559,1,0.094709 
"02190","25","03700","MA","Weymouth Town, MA","2503700",-70.97803,42.155083,18,0.001117,0.000142 
"02190","25","03900","MA","Weymouth Town, MA","2503900",-70.949371,42.170656,16101,0.998883,0.10474 
"02191","25","03900","MA","Weymouth Town, MA","2503900",-70.943215,42.244173,8457,1,0.055014 
"02199","25","03302","MA","Boston, MA","2503302",-71.082381,42.348209,1146,1,0.008057 
"02210","25","03302","MA","Boston, MA","2503302",-71.052167,42.353654,201,0.096172,0.001413 
"02210","25","03304","MA","Boston, MA","2503304",-71.043296,42.347649,1889,0.903828,0.017138 
"02215","25","03301","MA","Boston, MA","2503301",-71.103095,42.347806,25906,0.991617,0.223378 
"02215","25","03303","MA","Boston, MA","2503303",-71.10724,42.338135,218,0.008344,0.001719 
"02215","25","03400","MA","Boston, MA","2503400",-71.121902,42.35151,1,0.000038,7E-6 
"02301","25","04000","MA","Brockton, MA","2504000",-71.033534,42.081809,61025,1,0.534355 
"02302","25","04000","MA","Brockton, MA","2504000",-71.001798,42.088079,32741,1,0.286691 
"02322","25","04000","MA","Avon, MA","2504000",-71.043155,42.125147,4356,1,0.038143 
"02324","25","04100","MA","Bridgewater, MA","2504100",-70.969861,41.978476,26563,1,0.174148 
"02330","25","04600","MA","Carver, MA","2504600",-70.767478,41.886506,11509,1,0.071727 
"02332","25","04600","MA","Duxbury, MA","2504600",-70.714999,42.040084,15059,1,0.093851 
"02333","25","04100","MA","East Bridgewater, MA","2504100",-70.943631,42.031954,13794,1,0.090434 
