"zcta5","state","sduni","stab","zipname","uschlnm10","intptlon","intptlat","pop10","afact","AFACT2"
"ZIP Census Tabulation Area","FIPS state","sduni","State Postal Code","zipname","Unified School District Name 2010","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","zcta5 to sduni alloc factor","sduni to zcta5 alloc factor"
"10976","36","27450","NY","Orangeburg, NY","South Orangetown Central School District",-73.931029,41.033781,2258,1,0.10656
"10977","36","27810","NY","Spring Valley, NY","East Ramapo Central School District",-74.045382,41.121241,59048,1,0.522405
"10979","36","12960","NY","Sterling Forest, NY (PO Boxes)","Greenwood Lake Union Free School District",-74.316393,41.182736,234,1,0.037809
"10980","36","14010","NY","Stony Point, NY","Haverstraw-Stony Point Central School District",-73.999845,41.229684,13383,1,0.280125
"10983","36","22560","NY","Tappan, NY","Pearl River Union Free School District",-73.96595,41.026679,11,0.001988,0.000707
"10983","36","27450","NY","Tappan, NY","South Orangetown Central School District",-73.949419,41.027434,5521,0.998011,0.260547
"10984","36","14010","NY","Thiells, NY","Haverstraw-Stony Point Central School District",-74.016239,41.205956,2842,1,0.059487
"10985","36","23010","NY","Thompson Ridge, NY","Pine Bush Central School District",-74.373538,41.582082,58,1,0.001748
"10986","36","14010","NY","Tomkins Cove, NY","Haverstraw-Stony Point Central School District",-73.991094,41.260215,1974,1,0.041319
"10987","36","19650","NY","Tuxedo Park, NY","Monroe-Woodbury Central School District",-74.208515,41.240466,715,0.210604,0.019544
"10987","36","29190","NY","Tuxedo Park, NY","Tuxedo Union Free School District",-74.211515,41.182679,2680,0.789396,1
"10988","36","19560","NY","Unionville, NY","Minisink Valley Central School District",-74.556751,41.301219,896,1,0.038897
"10989","36","20340","NY","Valley Cottage, NY","Clarkstown Central School District",-73.928357,41.126439,293,0.031529,0.006038
"10989","36","21480","NY","Valley Cottage, NY","Nyack Union Free School District",-73.941955,41.120171,9000,0.968471,0.382555
"10990","36","12960","NY","Warwick, NY","Greenwood Lake Union Free School District",-74.28909,41.242317,41,0.001987,0.006625
"10990","36","25320","NY","Warwick, NY","Florida Union Free School District",-74.374566,41.304492,659,0.031942,0.132038
"10990","36","29970","NY","Warwick, NY","Warwick Valley Central School District",-74.360251,41.264855,19931,0.96607,0.842855
"10992","36","30030","NY","Washingtonville, NY","Washingtonville Central School District",-74.159832,41.428006,9621,1,0.394319
"10993","36","14010","NY","West Haverstraw, NY","Haverstraw-Stony Point Central School District",-73.981945,41.208619,4769,1,0.099822
"10994","36","20190","NY","West Nyack, NY","Nanuet Union Free School District",-73.994597,41.083879,330,0.046577,0.024503
"10994","36","20340","NY","West Nyack, NY","Clarkstown Central School District",-73.976052,41.09844,6421,0.906281,0.132321
"10994","36","21480","NY","West Nyack, NY","Nyack Union Free School District",-73.948256,41.099998,1,0.000141,0.000043
"10994","36","22560","NY","West Nyack, NY","Pearl River Union Free School District",-73.987358,41.073682,333,0.047001,0.021396
"10996","36","14430","NY","West Point, NY","Highland Falls Central School District",-73.964549,41.392738,6756,1,0.541259
"10998","36","19560","NY","Westtown, NY","Minisink Valley Central School District",-74.536865,41.338281,3122,1,0.135533
"11001","36"," ","NY","Floral Park, NY","36",-73.70496,40.722294,22661,0.842949,0.089789
"11001","36","20580","NY","Floral Park, NY","New York City Department Of Education",-73.708187,40.73354,4222,0.157051,0.000516
"11003","36"," ","NY","Elmont, NY","36",-73.704888,40.70015,41200,0.996228,0.163245
"11003","36","20580","NY","Elmont, NY","New York City Department Of Education",-73.726219,40.700605,156,0.003772,0.000019
"11004","36","20580","NY","New York, NY","New York City Department Of Education",-73.711556,40.746193,14016,1,0.001714
"11005","36","20580","NY","New York, NY","New York City Department Of Education",-73.715075,40.758565,1806,1,0.000221
"11010","36"," ","NY","Franklin Square, NY","36",-73.675168,40.701437,23821,1,0.094385
"11020","36","12510","NY","University Gardens, NY","Great Neck Union Free School District",-73.719769,40.773108,5453,0.922049,0.122319
"11020","36","18270","NY","University Gardens, NY","Manhasset Union Free School District",-73.708833,40.783701,461,0.077951,0.028517
"11021","36","12510","NY","Great Neck Plaza, NY","Great Neck Union Free School District",-73.727172,40.786538,17550,0.989903,0.393674
"11021","36","18270","NY","Great Neck Plaza, NY","Manhasset Union Free School District",-73.706433,40.785161,179,0.010096,0.011073
"11023","36","12510","NY","Great Neck, NY","Great Neck Union Free School District",-73.733448,40.799316,9023,0.999557,0.2024
"11023","36","18270","NY","Great Neck, NY","Manhasset Union Free School District",-73.711277,40.794069,4,0.000443,0.000247
"11024","36","12510","NY","Kings Point, NY","Great Neck Union Free School District",-73.741662,40.812737,8002,1,0.179497
"11030","36","12510","NY","Manhasset, NY","Great Neck Union Free School District",-73.696954,40.775849,393,0.02188,0.008816
"11030","36","14280","NY","Manhasset, NY","Herricks Union Free School District",-73.678548,40.773097,884,0.049215,0.035824
"11030","36","18270","NY","Manhasset, NY","Manhasset Union Free School District",-73.689109,40.796897,15522,0.864157,0.960163
"11030","36","23580","NY","Manhasset, NY","Port Washington Union Free School District",-73.683781,40.811453,1163,0.064748,0.03743
"11040","36"," ","NY","North New Hyde Park, NY","36",-73.68301,40.738911,24431,0.599063,0.096802
"11040","36","11760","NY","North New Hyde Park, NY","Garden City Union Free School District",-73.680166,40.727644,21,0.000515,0.000949
"11040","36","12510","NY","North New Hyde Park, NY","Great Neck Union Free School District",-73.69573,40.749277,3639,0.089231,0.081629
"11040","36","14280","NY","North New Hyde Park, NY","Herricks Union Free School District",-73.669809,40.754478,10112,0.247952,0.409791
"11040","36","19500","NY","North New Hyde Park, NY","Mineola Union Free School District",-73.657662,40.739686,404,0.009906,0.017167
"11040","36","20580","NY","North New Hyde Park, NY","New York City Department Of Education",-73.703739,40.748576,2175,0.053332,0.000266
"11042","36","12510","NY","Lake Success, NY","Great Neck Union Free School District",-73.707129,40.75754,520,1,0.011664
"11050","36","23580","NY","Port Washington, NY","Port Washington Union Free School District",-73.696657,40.835932,29908,0.991283,0.962569
"11050","36","25050","NY","Port Washington, NY","Roslyn Union Free School District",-73.661942,40.805514,263,0.008717,0.015085
"11096","36","16830","NY","Inwood, NY","Lawrence Union Free School District",-73.746405,40.617718,8344,1,0.234448
"11101","36","20580","NY","New York, NY","New York City Department Of Education",-73.940605,40.750241,25484,1,0.003117
"11102","36","20580","NY","New York, NY","New York City Department Of Education",-73.925932,40.771077,34133,1,0.004175
"11103","36","20580","NY","New York, NY","New York City Department Of Education",-73.914204,40.762692,38780,1,0.004744
"11104","36","20580","NY","New York, NY","New York City Department Of Education",-73.921097,40.744022,27232,1,0.003331
"11105","36","20580","NY","New York, NY","New York City Department Of Education",-73.910218,40.776353,36688,1,0.004488
"11106","36","20580","NY","New York, NY","New York City Department Of Education",-73.929504,40.76129,38875,1,0.004755
"11109","36","20580","NY","New York, NY","New York City Department Of Education",-73.956772,40.74556,3523,1,0.000431
"11201","36","20580","NY","New York, NY","New York City Department Of Education",-73.990665,40.694365,51128,1,0.006254
"11203","36","20580","NY","New York, NY","New York City Department Of Education",-73.934848,40.650582,76174,1,0.009318
"11204","36","20580","NY","New York, NY","New York City Department Of Education",-73.985259,40.617969,78134,1,0.009558
"11205","36","20580","NY","New York, NY","New York City Department Of Education",-73.964925,40.693178,40366,1,0.004938
"11206","36","20580","NY","New York, NY","New York City Department Of Education",-73.944035,40.701267,81677,1,0.009991
"11207","36","20580","NY","New York, NY","New York City Department Of Education",-73.893844,40.671088,93386,1,0.011423
"11208","36","20580","NY","New York, NY","New York City Department Of Education",-73.872656,40.675967,94469,1,0.011556
"11209","36","20580","NY","New York, NY","New York City Department Of Education",-74.029588,40.625245,68853,1,0.008422
"11210","36","20580","NY","New York, NY","New York City Department Of Education",-73.945646,40.629581,62008,1,0.007585
"11211","36","20580","NY","New York, NY","New York City Department Of Education",-73.956507,40.710201,90117,1,0.011023
"11212","36","20580","NY","New York, NY","New York City Department Of Education",-73.914258,40.662588,84500,1,0.010336
"11213","36","20580","NY","New York, NY","New York City Department Of Education",-73.936431,40.670259,63767,1,0.0078
"11214","36","20580","NY","New York, NY","New York City Department Of Education",-73.996482,40.601979,88630,1,0.010841
"11215","36","20580","NY","New York, NY","New York City Department Of Education",-73.982995,40.667195,63488,1,0.007766
"11216","36","20580","NY","New York, NY","New York City Department Of Education",-73.949355,40.680627,54316,1,0.006644
"11217","36","20580","NY","New York, NY","New York City Department Of Education",-73.979401,40.682143,35881,1,0.004389
"11218","36","20580","NY","New York, NY","New York City Department Of Education",-73.976256,40.642323,75220,1,0.009201
"11219","36","20580","NY","New York, NY","New York City Department Of Education",-73.996183,40.633347,92221,1,0.011281
"11220","36","20580","NY","New York, NY","New York City Department Of Education",-74.012245,40.641371,99598,1,0.012183
"11221","36","20580","NY","New York, NY","New York City Department Of Education",-73.92756,40.691316,78895,1,0.009651
"11222","36","20580","NY","New York, NY","New York City Department Of Education",-73.949517,40.727439,36934,1,0.004518
"11223","36","20580","NY","New York, NY","New York City Department Of Education",-73.973787,40.598486,78731,1,0.009631
"11224","36","20580","NY","New York, NY","New York City Department Of Education",-73.988461,40.57692,47621,1,0.005825
"11225","36","20580","NY","New York, NY","New York City Department Of Education",-73.954156,40.663132,56829,1,0.006951
"11226","36","20580","NY","New York, NY","New York City Department Of Education",-73.957022,40.647145,101572,1,0.012425
"11228","36","20580","NY","New York, NY","New York City Department Of Education",-74.010737,40.618409,41788,1,0.005112
"11229","36","20580","NY","New York, NY","New York City Department Of Education",-73.947342,40.601071,80018,1,0.009788
"11230","36","20580","NY","New York, NY","New York City Department Of Education",-73.964249,40.622809,86408,1,0.01057
"11231","36","20580","NY","New York, NY","New York City Department Of Education",-74.000721,40.679868,33336,1,0.004078
"11232","36","20580","NY","New York, NY","New York City Department Of Education",-74.001088,40.653018,28265,1,0.003457
"11233","36","20580","NY","New York, NY","New York City Department Of Education",-73.920244,40.678342,67053,1,0.008202
"11234","36","20580","NY","New York, NY","New York City Department Of Education",-73.923676,40.620551,87757,1,0.010735
"11235","36","20580","NY","New York, NY","New York City Department Of Education",-73.953561,40.583707,79132,1,0.00968
"11236","36","20580","NY","New York, NY","New York City Department Of Education",-73.902292,40.639934,93877,1,0.011483
"11237","36","20580","NY","New York, NY","New York City Department Of Education",-73.917566,40.700906,49896,1,0.006103
"11238","36","20580","NY","New York, NY","New York City Department Of Education",-73.963792,40.679868,49262,1,0.006026
"11239","36","20580","NY","New York, NY","New York City Department Of Education",-73.882478,40.64888,13393,1,0.001638
"11354","36","20580","NY","New York, NY","New York City Department Of Education",-73.823833,40.767339,54878,1,0.006713
"11355","36","20580","NY","New York, NY","New York City Department Of Education",-73.822355,40.753753,85871,1,0.010504
"11356","36","20580","NY","New York, NY","New York City Department Of Education",-73.845001,40.785789,23438,1,0.002867
"11357","36","20580","NY","New York, NY","New York City Department Of Education",-73.809772,40.785171,39150,1,0.004789
"11358","36","20580","NY","New York, NY","New York City Department Of Education",-73.796715,40.760442,37546,1,0.004593
"11360","36","20580","NY","New York, NY","New York City Department Of Education",-73.781082,40.78096,18884,1,0.00231
"11361","36","20580","NY","New York, NY","New York City Department Of Education",-73.773762,40.762582,28606,1,0.003499
"11362","36","20580","NY","New York, NY","New York City Department Of Education",-73.732191,40.758848,17823,1,0.00218
"11363","36","20580","NY","New York, NY","New York City Department Of Education",-73.744492,40.772068,6988,1,0.000855
"11364","36","20580","NY","New York, NY","New York City Department Of Education",-73.758217,40.746099,34555,1,0.004227
"11365","36","20580","NY","New York, NY","New York City Department Of Education",-73.795689,40.737216,42252,1,0.005168
"11366","36","20580","NY","New York, NY","New York City Department Of Education",-73.794671,40.727541,13532,1,0.001655
"11367","36","20580","NY","New York, NY","New York City Department Of Education",-73.81923,40.727919,41047,1,0.005021
"11368","36","20580","NY","New York, NY","New York City Department Of Education",-73.860891,40.746606,109931,1,0.013447
"11369","36","20580","NY","New York, NY","New York City Department Of Education",-73.872986,40.761689,38615,1,0.004723
"11370","36","20580","NY","New York, NY","New York City Department Of Education",-73.887799,40.770466,39688,1,0.004855
"11372","36","20580","NY","New York, NY","New York City Department Of Education",-73.882805,40.751625,66636,1,0.008151
"11373","36","20580","NY","New York, NY","New York City Department Of Education",-73.878235,40.741442,100820,1,0.012333
"11374","36","20580","NY","New York, NY","New York City Department Of Education",-73.86031,40.728143,43600,1,0.005333
"11375","36","20580","NY","New York, NY","New York City Department Of Education",-73.84693,40.723175,68733,1,0.008408
"11377","36","20580","NY","New York, NY","New York City Department Of Education",-73.905743,40.745015,89830,1,0.010988
"11378","36","20580","NY","New York, NY","New York City Department Of Education",-73.899387,40.724314,34981,1,0.004279
"11379","36","20580","NY","New York, NY","New York City Department Of Education",-73.879611,40.718793,34821,1,0.004259
"11385","36","20580","NY","New York, NY","New York City Department Of Education",-73.896476,40.70393,98592,1,0.01206
"11411","36","20580","NY","New York, NY","New York City Department Of Education",-73.736956,40.694637,18556,1,0.00227
"11412","36","20580","NY","New York, NY","New York City Department Of Education",-73.758202,40.698098,34882,1,0.004267
"11413","36","20580","NY","New York, NY","New York City Department Of Education",-73.750766,40.67176,38912,1,0.00476
"11414","36","20580","NY","New York, NY","New York City Department Of Education",-73.844755,40.660865,26148,1,0.003198
"11415","36","20580","NY","New York, NY","New York City Department Of Education",-73.829591,40.707141,19341,1,0.002366
"11416","36","20580","NY","New York, NY","New York City Department Of Education",-73.850717,40.684058,24861,1,0.003041
"11417","36","20580","NY","New York, NY","New York City Department Of Education",-73.84423,40.677239,28967,1,0.003543
"11418","36","20580","NY","New York, NY","New York City Department Of Education",-73.834113,40.698275,36256,1,0.004435
"11419","36","20580","NY","New York, NY","New York City Department Of Education",-73.823578,40.688413,47211,1,0.005775
"11420","36","20580","NY","New York, NY","New York City Department Of Education",-73.815414,40.675416,44354,1,0.005425
"11421","36","20580","NY","New York, NY","New York City Department Of Education",-73.857758,40.691571,39127,1,0.004786
"11422","36","20580","NY","New York, NY","New York City Department Of Education",-73.734621,40.661613,30425,1,0.003722
"11423","36","20580","NY","New York, NY","New York City Department Of Education",-73.767785,40.714278,29987,1,0.003668
"11426","36","20580","NY","New York, NY","New York City Department Of Education",-73.721885,40.734389,17590,1,0.002152
"11427","36","20580","NY","New York, NY","New York City Department Of Education",-73.74717,40.72836,23593,1,0.002886
"11428","36","20580","NY","New York, NY","New York City Department Of Education",-73.74241,40.721144,19168,1,0.002345
"11429","36","20580","NY","New York, NY","New York City Department Of Education",-73.739823,40.709174,25105,1,0.003071
"11430","36","20580","NY","New York, NY","New York City Department Of Education",-73.80676,40.665795,184,1,0.000023
"11432","36","20580","NY","New York, NY","New York City Department Of Education",-73.794012,40.712347,60809,1,0.007438
"11433","36","20580","NY","New York, NY","New York City Department Of Education",-73.787558,40.697064,32687,1,0.003998
"11434","36","20580","NY","New York, NY","New York City Department Of Education",-73.775448,40.677503,59129,1,0.007233
"11435","36","20580","NY","New York, NY","New York City Department Of Education",-73.810415,40.70288,53687,1,0.006567
"11436","36","20580","NY","New York, NY","New York City Department Of Education",-73.796078,40.676289,17949,1,0.002196
"11501","36","06540","NY","Mineola, NY","Carle Place Union Free School District",-73.62311,40.746582,874,0.045644,0.092821
"11501","36","10050","NY","Mineola, NY","East Williston Union Free School District",-73.629151,40.755335,1513,0.079016,0.17127
"11501","36","19500","NY","Mineola, NY","Mineola Union Free School District",-73.641485,40.746476,16761,0.875339,0.712234
"11507","36","10050","NY","Albertson, NY","East Williston Union Free School District",-73.639095,40.76903,530,0.071564,0.059995
"11507","36","14280","NY","Albertson, NY","Herricks Union Free School District",-73.655126,40.770388,4888,0.660005,0.198087
"11507","36","19500","NY","Albertson, NY","Mineola Union Free School District",-73.645185,40.77077,1988,0.268431,0.084477
"11509","36","16830","NY","Atlantic Beach, NY","Lawrence Union Free School District",-73.726522,40.588604,2653,1,0.074543
"11510","36","03840","NY","Baldwin, NY","Baldwin Union Free School District",-73.60911,40.65486,30333,0.917847,0.923744
"11510","36","11550","NY","Baldwin, NY","Freeport Union Free School District",-73.602421,40.654325,4,0.000121,0.0001
"11510","36","21570","NY","Baldwin, NY","Oceanside Union Free School District",-73.620358,40.648711,1874,0.056705,0.050859
"11510","36","24780","NY","Baldwin, NY","Rockville Centre Union Free School District",-73.621718,40.669383,6,0.000182,0.000273
"11510","36","24990","NY","Baldwin, NY","Roosevelt Union Free School District",-73.599521,40.680215,22,0.000666,0.001248
"11510","36","29280","NY","Baldwin, NY","Uniondale Union Free School District",-73.610961,40.682537,809,0.02448,0.019231
"11514","36","06540","NY","Carle Place, NY","Carle Place Union Free School District",-73.612228,40.751207,4673,1,0.496283
"11516","36","16830","NY","Cedarhurst, NY","Lawrence Union Free School District",-73.727583,40.625777,7556,1,0.212307
"11518","36","09960","NY","East Rockaway, NY","East Rockaway Union Free School District",-73.665182,40.640253,8118,0.769551,0.831166
"11518","36","17910","NY","East Rockaway, NY","Lynbrook Union Free School District",-73.672783,40.641735,2431,0.230448,0.13807
"11520","36","03840","NY","Freeport, NY","Baldwin Union Free School District",-73.598003,40.668194,1776,0.040977,0.054085
"11520","36","11550","NY","Freeport, NY","Freeport Union Free School District",-73.585873,40.652511,39849,0.919429,0.997047
"11520","36","24990","NY","Freeport, NY","Roosevelt Union Free School District",-73.587515,40.67107,1716,0.039593,0.097356
"11530","36"," ","NY","Garden City, NY","36",-73.669778,40.716142,4821,0.176768,0.019102
"11530","36","11760","NY","Garden City, NY","Garden City Union Free School District",-73.646815,40.726589,22118,0.810985,0.999051
"11530","36","14130","NY","Garden City, NY","Hempstead Union Free School District",-73.610615,40.721203,51,0.00187,0.001152
"11530","36","19500","NY","Garden City, NY","Mineola Union Free School District",-73.650355,40.736903,20,0.000733,0.00085
"11530","36","29280","NY","Garden City, NY","Uniondale Union Free School District",-73.597279,40.732075,263,0.009643,0.006252
"11542","36","12180","NY","Glen Cove, NY","Glen Cove City School District",-73.628487,40.865017,26857,0.971918,0.996031
"11542","36","26370","NY","Glen Cove, NY","North Shore Central School District",-73.606322,40.854693,776,0.028082,0.047508
"11545","36","15810","NY","Glen Head, NY","Jericho Union Free School District",-73.565271,40.810481,1745,0.144633,0.100588
"11545","36","17700","NY","Glen Head, NY","Locust Valley Central School District",-73.571191,40.827853,1590,0.131786,0.101793
"11545","36","25050","NY","Glen Head, NY","Roslyn Union Free School District",-73.626679,40.819716,57,0.004724,0.003269
"11545","36","26370","NY","Glen Head, NY","North Shore Central School District",-73.622269,40.834877,8673,0.718856,0.530978
"11547","36","26370","NY","Glenwood Landing, NY","North Shore Central School District",-73.642864,40.827729,793,1,0.048549
"11548","36","15810","NY","Brookville, NY","Jericho Union Free School District",-73.594965,40.819316,1502,0.540287,0.086581
"11548","36","25050","NY","Brookville, NY","Roslyn Union Free School District",-73.626334,40.811474,768,0.276259,0.044049
"11548","36","26370","NY","Brookville, NY","North Shore Central School District",-73.622301,40.815083,510,0.183453,0.031223
"11549","36","29280","NY","East Garden City, NY","Uniondale Union Free School District",-73.602808,40.718022,2922,1,0.069461
"11550","36","03840","NY","Hempstead, NY","Baldwin Union Free School District",-73.618494,40.681073,29,0.000514,0.000883
"11550","36","14130","NY","Hempstead, NY","Hempstead Union Free School District",-73.621221,40.706987,43844,0.776894,0.990198
"11550","36","24780","NY","Hempstead, NY","Rockville Centre Union Free School District",-73.621824,40.683954,1871,0.033153,0.085193
"11550","36","29280","NY","Hempstead, NY","Uniondale Union Free School District",-73.607697,40.699758,10588,0.187614,0.251694
"11550","36","30660","NY","Hempstead, NY","West Hempstead Union Free School District",-73.641785,40.711431,103,0.001825,0.006018
"11552","36"," ","NY","West Hempstead, NY","36",-73.662059,40.701374,2880,0.121951,0.011411
"11552","36","14130","NY","West Hempstead, NY","Hempstead Union Free School District",-73.639357,40.706505,69,0.002922,0.001558
"11552","36","18210","NY","West Hempstead, NY","Malverne Union Free School District",-73.655434,40.677508,3659,0.154937,0.245554
"11552","36","30660","NY","West Hempstead, NY","West Hempstead Union Free School District",-73.65169,40.696045,17008,0.72019,0.99369
"11553","36","14130","NY","Uniondale, NY","Hempstead Union Free School District",-73.60691,40.714859,299,0.011485,0.006753
"11553","36","29280","NY","Uniondale, NY","Uniondale Union Free School District",-73.592475,40.702577,25735,0.988515,0.611762
"11554","36","09840","NY","East Meadow, NY","East Meadow Union Free School District",-73.556068,40.715145,38132,1,0.731872
"11556","36","29280","NY",", Uniondale, NY","Uniondale Union Free School District",-73.584288,40.719719,17,1,0.000404
"11557","36","17910","NY","Hewlett, NY","Lynbrook Union Free School District",-73.680021,40.639074,870,0.111211,0.049412
"11557","36","31710","NY","Hewlett, NY","Hewlett-Woodmere Union Free School District",-73.697051,40.640278,6953,0.888789,0.34157
"11558","36","15480","NY","Island Park, NY","Island Park Union Free School District",-73.655074,40.604006,8370,1,1
"11559","36","16830","NY","Lawrence, NY","Lawrence Union Free School District",-73.730718,40.614148,8176,1,0.229727
"11560","36","12180","NY","Locust Valley, NY","Glen Cove City School District",-73.601447,40.868431,107,0.016553,0.003968
"11560","36","17700","NY","Locust Valley, NY","Locust Valley Central School District",-73.592784,40.881435,6357,0.983447,0.406978
"11561","36","16830","NY","Long Beach, NY","Lawrence Union Free School District",-73.706396,40.584879,23,0.000617,0.000646
"11561","36","17730","NY","Long Beach, NY","Long Beach City School District",-73.663107,40.587657,37257,0.999383,0.963834
"11563","36"," ","NY","Lynbrook, NY","36",-73.686951,40.65386,1245,0.054928,0.004933
"11563","36","09960","NY","Lynbrook, NY","East Rockaway Union Free School District",-73.659668,40.653704,1643,0.072487,0.168219
"11563","36","17910","NY","Lynbrook, NY","Lynbrook Union Free School District",-73.676278,40.655777,14302,0.630989,0.81229
"11563","36","18210","NY","Lynbrook, NY","Malverne Union Free School District",-73.667193,40.664313,4713,0.207932,0.316287
"11563","36","31710","NY","Lynbrook, NY","Hewlett-Woodmere Union Free School District",-73.686058,40.648268,763,0.033663,0.037483
"11565","36"," ","NY","Malverne, NY","36",-73.678469,40.676093,3868,0.445109,0.015326
"11565","36","18210","NY","Malverne, NY","Malverne Union Free School District",-73.667909,40.673806,4817,0.554315,0.323267
"11565","36","30660","NY","Malverne, NY","West Hempstead Union Free School District",-73.666027,40.68212,5,0.000575,0.000292
"11566","36"," ","NY","Merrick, NY","36",-73.554757,40.668824,35321,1,0.139951
"11568","36","10050","NY","Old Westbury, NY","East Williston Union Free School District",-73.614936,40.77677,1619,0.355433,0.183269
"11568","36","15810","NY","Old Westbury, NY","Jericho Union Free School District",-73.580174,40.797473,2286,0.501866,0.131773
"11568","36","25050","NY","Old Westbury, NY","Roslyn Union Free School District",-73.618056,40.798361,15,0.003293,0.00086
"11568","36","30960","NY","Old Westbury, NY","Westbury Union Free School District",-73.589947,40.778111,635,0.139407,0.02415
"11569","36","17730","NY","Point Lookout, NY","Long Beach City School District",-73.580725,40.590193,1398,1,0.036166
"11570","36","03840","NY","Rockville Centre, NY","Baldwin Union Free School District",-73.620182,40.664167,429,0.0161,0.013065
"11570","36","14130","NY","Rockville Centre, NY","Hempstead Union Free School District",-73.634248,40.686629,15,0.000563,0.000339
"11570","36","18210","NY","Rockville Centre, NY","Malverne Union Free School District",-73.65598,40.669764,1712,0.06425,0.114892
"11570","36","21570","NY","Rockville Centre, NY","Oceanside Union Free School District",-73.636459,40.653659,4405,0.165316,0.119548
"11570","36","24780","NY","Rockville Centre, NY","Rockville Centre Union Free School District",-73.637489,40.665803,20085,0.753771,0.914534
"11572","36","09960","NY","Oceanside, NY","East Rockaway Union Free School District",-73.657963,40.642419,6,0.000196,0.000614
"11572","36","21570","NY","Oceanside, NY","Oceanside Union Free School District",-73.637541,40.636106,30568,0.999804,0.829592
"11575","36","03840","NY","Roosevelt, NY","Baldwin Union Free School District",-73.598323,40.673778,270,0.016593,0.008222
"11575","36","11550","NY","Roosevelt, NY","Freeport Union Free School District",-73.575882,40.670405,114,0.007006,0.002852
"11575","36","24990","NY","Roosevelt, NY","Roosevelt Union Free School District",-73.586129,40.68013,15888,0.976401,0.901395
"11576","36","14280","NY","East Hills, NY","Herricks Union Free School District",-73.669522,40.767498,3661,0.296054,0.148363
"11576","36","25050","NY","East Hills, NY","Roslyn Union Free School District",-73.643161,40.801004,8178,0.661329,0.469056
"11576","36","26370","NY","East Hills, NY","North Shore Central School District",-73.63932,40.822094,527,0.042617,0.032264
"11577","36","10050","NY","Roslyn Heights, NY","East Williston Union Free School District",-73.631854,40.776322,2616,0.212045,0.296129
"11577","36","14280","NY","Roslyn Heights, NY","Herricks Union Free School District",-73.653655,40.780179,963,0.078058,0.039026
"11577","36","19500","NY","Roslyn Heights, NY","Mineola Union Free School District",-73.646233,40.778241,604,0.048958,0.025666
"11577","36","25050","NY","Roslyn Heights, NY","Roslyn Union Free School District",-73.64148,40.78926,8154,0.660938,0.46768
"11579","36","26370","NY","Sea Cliff, NY","North Shore Central School District",-73.643482,40.845773,5055,1,0.309477
"11580","36"," ","NY","Valley Stream, NY","36",-73.705833,40.674531,40109,0.9999,0.158922
"11580","36","17910","NY","Valley Stream, NY","Lynbrook Union Free School District",-73.689686,40.663211,4,0.0001,0.000227
"11581","36"," ","NY","Valley Stream, NY","36",-73.706228,40.655236,12694,0.609,0.050297
"11581","36","16830","NY","Valley Stream, NY","Lawrence Union Free School District",-73.730015,40.645403,2971,0.142535,0.083478
"11581","36","31710","NY","Valley Stream, NY","Hewlett-Woodmere Union Free School District",-73.710579,40.648376,5179,0.248465,0.254421
"11590","36","06540","NY","Westbury, NY","Carle Place Union Free School District",-73.601982,40.753737,3869,0.084535,0.410896
"11590","36","09840","NY","Westbury, NY","East Meadow Union Free School District",-73.559962,40.745163,12093,0.264224,0.232102
"11590","36","14340","NY","Westbury, NY","Hicksville Union Free School District",-73.55373,40.767469,1036,0.022636,0.026096
"11590","36","15810","NY","Westbury, NY","Jericho Union Free School District",-73.56142,40.776669,1378,0.030108,0.079433
"11590","36","29280","NY","Westbury, NY","Uniondale Union Free School District",-73.594445,40.739607,1733,0.037865,0.041196
"11590","36","30960","NY","Westbury, NY","Westbury Union Free School District",-73.575498,40.760333,25659,0.560632,0.97585
"11596","36","10050","NY","Williston Park, NY","East Williston Union Free School District",-73.634679,40.760044,2556,0.243893,0.289336
"11596","36","14280","NY","Williston Park, NY","Herricks Union Free School District",-73.651295,40.75924,4168,0.39771,0.168909
"11596","36","19500","NY","Williston Park, NY","Mineola Union Free School District",-73.64417,40.759339,3756,0.358397,0.159606
"11598","36","16830","NY","Woodmere, NY","Lawrence Union Free School District",-73.72057,40.633189,5867,0.440201,0.16485
"11598","36","31710","NY","Woodmere, NY","Hewlett-Woodmere Union Free School District",-73.708814,40.633633,7461,0.559799,0.366526
"11691","36","20580","NY","New York, NY","New York City Department Of Education",-73.757196,40.600717,60035,1,0.007344
"11692","36","20580","NY","New York, NY","New York City Department Of Education",-73.793435,40.593254,18540,1,0.002268
"11693","36","20580","NY","New York, NY","New York City Department Of Education",-73.812969,40.59096,11916,1,0.001458
"11694","36","20580","NY","New York, NY","New York City Department Of Education",-73.840636,40.578835,20408,1,0.002496
"11697","36","20580","NY","New York, NY","New York City Department Of Education",-73.914936,40.559883,4079,1,0.000499
"11701","36","02940","NY","North Amityville, NY","Amityville Union Free School District",-73.417835,40.685978,19491,0.718986,0.743647
"11701","36","08310","NY","North Amityville, NY","Copiague Union Free School District",-73.405575,40.694406,6954,0.25652,0.227963
"11701","36","10980","NY","North Amityville, NY","Farmingdale Union Free School District",-73.417903,40.705829,664,0.024494,0.016638
"11702","36","03720","NY","Babylon, NY","Babylon Union Free School District",-73.325514,40.695388,9710,0.669747,0.823091
"11702","36","20910","NY","Babylon, NY","North Babylon Union Free School District",-73.321475,40.713268,1533,0.105739,0.051012
