"zcta5","state","sduni","stab","zipname","uschlnm10","intptlon","intptlat","pop10","afact","AFACT2"
"ZIP Census Tabulation Area","FIPS state","sduni","State Postal Code","zipname","Unified School District Name 2010","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Total Pop, 2010 census","zcta5 to sduni alloc factor","sduni to zcta5 alloc factor"
"11702","36","21540","NY","Babylon, NY","Fire Island Union Free School District",-73.264907,40.624995,51,0.003518,0.125
"11702","36","30540","NY","Babylon, NY","West Babylon Union Free School District",-73.335945,40.686288,3204,0.220996,0.114765
"11703","36","08880","NY","North Babylon, NY","Deer Park Union Free School District",-73.332737,40.745916,460,0.028023,0.017857
"11703","36","20910","NY","North Babylon, NY","North Babylon Union Free School District",-73.323245,40.734155,15955,0.971977,0.530913
"11704","36","03720","NY","West Babylon, NY","Babylon Union Free School District",-73.341839,40.706983,2087,0.051887,0.176909
"11704","36","17380","NY","West Babylon, NY","Lindenhurst Union Free School District",-73.364009,40.7092,4,0.000099,0.000095
"11704","36","20910","NY","West Babylon, NY","North Babylon Union Free School District",-73.350822,40.727414,12435,0.309159,0.413783
"11704","36","30540","NY","West Babylon, NY","West Babylon Union Free School District",-73.361926,40.711832,24714,0.614439,0.885235
"11704","36","31800","NY","West Babylon, NY","Wyandanch Union Free School District",-73.356086,40.743889,982,0.024414,0.083917
"11705","36","04110","NY","Bayport, NY","Bayport-Blue Point Union Free School District",-73.053491,40.744462,7968,0.992279,0.570569
"11705","36","25350","NY","Bayport, NY","Sachem Central School District",-73.054914,40.76669,62,0.007721,0.000745
"11706","36","04080","NY","Bay Shore, NY","Bay Shore Union Free School District",-73.256401,40.730553,30271,0.484003,0.907023
"11706","36","05280","NY","Bay Shore, NY","Brentwood Union Free School District",-73.269519,40.757594,26536,0.424284,0.304127
"11706","36","15540","NY","Bay Shore, NY","Islip Union Free School District",-73.231332,40.741675,3537,0.056553,0.18231
"11706","36","21540","NY","Bay Shore, NY","Fire Island Union Free School District",-73.183187,40.64007,187,0.00299,0.458333
"11706","36","30690","NY","Bay Shore, NY","West Islip Union Free School District",-73.285937,40.724044,2012,0.03217,0.07175
"11709","36","17700","NY","Bayville, NY","Locust Valley Central School District",-73.559936,40.907443,6669,1,0.426953
"11710","36"," ","NY","North Bellmore, NY","36",-73.534378,40.677444,34350,0.995768,0.136104
"11710","36","29850","NY","North Bellmore, NY","Wantagh Union Free School District",-73.518152,40.665496,146,0.004232,0.008199
"11713","36","00008","NY","North Bellport, NY","South Country Central School District",-72.945871,40.779774,10401,1,0.348349
"11714","36","04740","NY","Bethpage, NY","Bethpage Union Free School District",-73.484275,40.747422,13906,0.613734,0.725555
"11714","36","14340","NY","Bethpage, NY","Hicksville Union Free School District",-73.499936,40.754966,160,0.007062,0.00403
"11714","36","15510","NY","Bethpage, NY","Island Trees Union Free School District",-73.496362,40.735334,3407,0.150366,0.220889
"11714","36","23190","NY","Bethpage, NY","Plainedge Union Free School District",-73.481839,40.723965,5185,0.228837,0.269434
"11715","36","04110","NY","Blue Point, NY","Bayport-Blue Point Union Free School District",-73.034958,40.751244,4752,1,0.340279
"11716","36","08160","NY","Bohemia, NY","Connetquot Central School District",-73.113976,40.768427,10361,0.968318,0.25798
"11716","36","25350","NY","Bohemia, NY","Sachem Central School District",-73.084702,40.767465,316,0.029533,0.003798
"11716","36","25920","NY","Bohemia, NY","Sayville Union Free School District",-73.086217,40.764085,23,0.00215,0.001238
"11717","36","05280","NY","Brentwood, NY","Brentwood Union Free School District",-73.24329,40.782263,60710,0.999424,0.695793
"11717","36","06870","NY","Brentwood, NY","Central Islip Union Free School District",-73.220889,40.788692,35,0.000576,0.000936
"11718","36","04080","NY","Brightwaters, NY","Bay Shore Union Free School District",-73.264605,40.719956,3103,1,0.092977
"11719","36","00008","NY","Brookhaven, NY","South Country Central School District",-72.918292,40.777805,3589,1,0.120202
"11720","36","19200","NY","Centereach, NY","Middle Country Central School District",-73.081854,40.865556,22351,0.765733,0.357261
"11720","36","25350","NY","Centereach, NY","Sachem Central School District",-73.094767,40.843646,357,0.012231,0.004291
"11720","36","28200","NY","Centereach, NY","Three Village Central School District",-73.079032,40.890115,6481,0.222036,0.133839
"11721","36","13620","NY","Centerport, NY","Harborfields Central School District",-73.374763,40.892463,6292,1,0.336075
"11722","36","06870","NY","Central Islip, NY","Central Islip Union Free School District",-73.199239,40.787232,34271,0.974244,0.916753
"11722","36","09720","NY","Central Islip, NY","East Islip Union Free School District",-73.175056,40.77227,3,0.000085,0.000119
"11722","36","15540","NY","Central Islip, NY","Islip Union Free School District",-73.205498,40.759268,903,0.02567,0.046544
"11724","36","08010","NY","Cold Spring Harbor, NY","Cold Spring Harbor Central School District",-73.451001,40.865403,3197,0.992857,0.373656
"11724","36","15090","NY","Cold Spring Harbor, NY","Huntington Union Free School District",-73.439911,40.86273,23,0.007143,0.000661
"11725","36","08130","NY","Commack, NY","Commack Union Free School District",-73.2817,40.843347,27808,0.953962,0.742477
"11725","36","13980","NY","Commack, NY","Hauppauge Union Free School District",-73.265347,40.834683,1313,0.045043,0.055918
"11725","36","27060","NY","Commack, NY","Smithtown Central School District",-73.252216,40.856843,29,0.000995,0.000508
"11726","36","08310","NY","Copiague, NY","Copiague Union Free School District",-73.396709,40.680396,19857,1,0.650942
"11727","36","15780","NY","Coram, NY","Brookhaven-Comsewogue Union Free School District",-73.028963,40.905961,346,0.011919,0.014567
"11727","36","19200","NY","Coram, NY","Middle Country Central School District",-73.024462,40.881063,5047,0.173855,0.080672
"11727","36","19230","NY","Coram, NY","Longwood Central School District",-73.000843,40.884236,23637,0.814227,0.361228
"11729","36","05280","NY","Deer Park, NY","Brentwood Union Free School District",-73.292462,40.768453,7,0.00025,0.00008
"11729","36","08880","NY","Deer Park, NY","Deer Park Union Free School District",-73.327298,40.758855,25300,0.90254,0.982142
"11729","36","13290","NY","Deer Park, NY","Half Hollow Hills Central School District",-73.335773,40.773927,2587,0.092287,0.053276
"11729","36","31800","NY","Deer Park, NY","Wyandanch Union Free School District",-73.352768,40.764848,138,0.004923,0.011793
"11730","36","09720","NY","East Islip, NY","East Islip Union Free School District",-73.182653,40.730954,14712,1,0.584366
"11731","36","08130","NY","East Northport, NY","Commack Union Free School District",-73.303321,40.858027,5358,0.177511,0.143059
"11731","36","10680","NY","East Northport, NY","Elwood Union Free School District",-73.324316,40.846851,6308,0.208985,0.472403
"11731","36","13290","NY","East Northport, NY","Half Hollow Hills Central School District",-73.323413,40.832537,537,0.017791,0.011059
"11731","36","21270","NY","East Northport, NY","Northport-East Northport Union Free School District",-73.321647,40.876873,17981,0.595713,0.497909
"11732","36","17700","NY","East Norwich, NY","Locust Valley Central School District",-73.560103,40.833677,86,0.025073,0.005506
"11732","36","22290","NY","East Norwich, NY","Oyster Bay-East Norwich Central School District",-73.533699,40.848347,3344,0.974927,0.253199
"11733","36","15780","NY","Setauket-East Setauket, NY","Brookhaven-Comsewogue Union Free School District",-73.06992,40.912229,13,0.000686,0.000547
"11733","36","23490","NY","Setauket-East Setauket, NY","Port Jefferson Union Free School District",-73.079106,40.950967,1,0.000053,0.000132
"11733","36","28200","NY","Setauket-East Setauket, NY","Three Village Central School District",-73.101137,40.92807,18935,0.999261,0.391025
"11735","36","04740","NY","South Farmingdale, NY","Bethpage Union Free School District",-73.46735,40.736159,23,0.000717,0.0012
"11735","36","08310","NY","South Farmingdale, NY","Copiague Union Free School District",-73.411821,40.714425,2,0.000062,0.000066
"11735","36","10980","NY","South Farmingdale, NY","Farmingdale Union Free School District",-73.44492,40.723869,29218,0.910275,0.732115
"11735","36","13290","NY","South Farmingdale, NY","Half Hollow Hills Central School District",-73.430239,40.746829,1956,0.060938,0.040282
"11735","36","23190","NY","South Farmingdale, NY","Plainedge Union Free School District",-73.472621,40.72232,797,0.02483,0.041415
"11735","36","23220","NY","South Farmingdale, NY","Plainview-Old Bethpage Central School District",-73.443183,40.749418,102,0.003178,0.003557
"11738","36","19200","NY","Farmingville, NY","Middle Country Central School District",-73.024928,40.851177,1910,0.108289,0.03053
"11738","36","22470","NY","Farmingville, NY","Patchogue-Medford Union Free School District",-73.008972,40.83654,170,0.009638,0.003212
"11738","36","25350","NY","Farmingville, NY","Sachem Central School District",-73.041404,40.836822,15558,0.882072,0.187004
"11739","36","09720","NY","Great River, NY","East Islip Union Free School District",-73.15971,40.725726,1223,1,0.048578
"11740","36","10680","NY","Greenlawn, NY","Elwood Union Free School District",-73.356091,40.856848,2501,0.264544,0.187299
"11740","36","13620","NY","Greenlawn, NY","Harborfields Central School District",-73.365236,40.865284,6857,0.725301,0.366253
"11740","36","21270","NY","Greenlawn, NY","Northport-East Northport Union Free School District",-73.341951,40.870586,96,0.010154,0.002658
"11741","36","25350","NY","Holbrook, NY","Sachem Central School District",-73.070499,40.79577,27655,1,0.332408
"11742","36","22470","NY","Holtsville, NY","Patchogue-Medford Union Free School District",-73.029087,40.791048,626,0.047206,0.011827
"11742","36","25350","NY","Holtsville, NY","Sachem Central School District",-73.03955,40.810422,12635,0.952794,0.15187
"11743","36","08010","NY","Huntington, NY","Cold Spring Harbor Central School District",-73.457892,40.910212,3448,0.081648,0.402992
"11743","36","10680","NY","Huntington, NY","Elwood Union Free School District",-73.353346,40.844363,4544,0.107601,0.340298
"11743","36","13290","NY","Huntington, NY","Half Hollow Hills Central School District",-73.429697,40.809962,437,0.010348,0.009
"11743","36","13620","NY","Huntington, NY","Harborfields Central School District",-73.381015,40.864615,5226,0.123751,0.279137
"11743","36","15090","NY","Huntington, NY","Huntington Union Free School District",-73.419363,40.877915,20921,0.495406,0.601005
"11743","36","27300","NY","Huntington, NY","South Huntington Union Free School District",-73.409592,40.832828,7654,0.181245,0.198034
"11746","36","08130","NY","Huntington Station, NY","Commack Union Free School District",-73.301991,40.807681,3330,0.049632,0.088911
"11746","36","13290","NY","Huntington Station, NY","Half Hollow Hills Central School District",-73.342483,40.798331,22834,0.340328,0.470242
"11746","36","13620","NY","Huntington Station, NY","Harborfields Central School District",-73.381155,40.848497,300,0.004471,0.016024
"11746","36","15090","NY","Huntington Station, NY","Huntington Union Free School District",-73.411204,40.851587,13866,0.206665,0.398334
"11746","36","27300","NY","Huntington Station, NY","South Huntington Union Free School District",-73.402556,40.832766,26764,0.398903,0.692471
"11747","36","13290","NY","Melville, NY","Half Hollow Hills Central School District",-73.405629,40.78487,15571,0.786295,0.320668
"11747","36","27300","NY","Melville, NY","South Huntington Union Free School District",-73.401946,40.808414,4232,0.213705,0.109495
"11749","36","06870","NY","Islandia, NY","Central Islip Union Free School District",-73.170261,40.804698,2727,0.815247,0.072948
"11749","36","08160","NY","Islandia, NY","Connetquot Central School District",-73.155155,40.80904,171,0.051121,0.004258
"11749","36","13980","NY","Islandia, NY","Hauppauge Union Free School District",-73.178427,40.811758,447,0.133632,0.019037
"11751","36","15540","NY","Islip, NY","Islip Union Free School District",-73.214417,40.736561,14961,1,0.771145
"11752","36","06870","NY","Islip Terrace, NY","Central Islip Union Free School District",-73.183492,40.770432,322,0.033784,0.008614
"11752","36","09720","NY","Islip Terrace, NY","East Islip Union Free School District",-73.181666,40.754903,9209,0.966215,0.365785
"11753","36","14340","NY","Jericho, NY","Hicksville Union Free School District",-73.528318,40.779387,171,0.014233,0.004307
"11753","36","15810","NY","Jericho, NY","Jericho Union Free School District",-73.539272,40.786572,9942,0.827534,0.573092
"11753","36","28560","NY","Jericho, NY","Syosset Central School District",-73.524229,40.798394,1901,0.158232,0.055585
"11754","36","16260","NY","Kings Park, NY","Kings Park Central School District",-73.244996,40.885058,18285,0.9645,0.798681
"11754","36","27060","NY","Kings Park, NY","Smithtown Central School District",-73.240184,40.869142,673,0.0355,0.011778
"11755","36","19200","NY","Lake Grove, NY","Middle Country Central School District",-73.116031,40.864773,6009,0.485105,0.096049
"11755","36","25350","NY","Lake Grove, NY","Sachem Central School District",-73.117055,40.845944,5965,0.481553,0.071698
"11755","36","27060","NY","Lake Grove, NY","Smithtown Central School District",-73.135068,40.864204,14,0.00113,0.000245
"11755","36","28200","NY","Lake Grove, NY","Three Village Central School District",-73.108101,40.880053,399,0.032211,0.00824
"11756","36","09840","NY","Levittown, NY","East Meadow Union Free School District",-73.540406,40.738634,1877,0.043864,0.036025
"11756","36","14340","NY","Levittown, NY","Hicksville Union Free School District",-73.511021,40.7435,79,0.001846,0.00199
